name,IBAN,amount,reference,description,day,month,year
Frank Calderon,GB46QOVB29317119144938,942.58,2225753734226,,18,9,2020
Felicia Johnson,GB13ASKA43869008782739,124.49,1702161245335,,4,3,2023
Carla Freeman,GB08TGOM77187756079959,529.18,1315509766630,,15,5,2021
Justin Green,GB31MUYA82607828430855,712.95,21144684,Democratic she bit.,13,3,2023
Cody Reilly,GB14OJGF89205191473353,921.32,5790689180555,,5,11,2022
Michael Grant,GB89BQHH31011554531220,898.07,7649496784921,,2,6,2024
Whitney Johnston,GB23BGIO68460110077172,562.48,9315068132510,,11,8,2020
Isaac Mcdaniel,GB18KVOT41295574282562,857.05,9004623683306,,14,2,2024
George Roy,GB40LHFD59821660730888,225.64,25994407,Payment without reference,21,5,2020
Brooke Anderson,GB33MOPM09523510060598,771.55,550116469814,Payment 0550116469814 for services,5,5,2022
Francis Giles,GB93PRJU97335263280265,609.81,kitchen seat,,3,3,2021
Jesse Irwin,GB36ZYHK38671063351820,101.37,3937882877666,,26,3,2024
Elizabeth Collins,GB59YQLZ39303721961212,678.12,9179821980417,,11,3,2023
Adam Williams,GB77AULT74154327491750,513.33,5541905359787,,27,1,2023
William Cox,GB46DRHC43815588669816,827.37,7921381928956,,26,11,2020
Marie Jones,GB46BCSD01258295090933,894.6,6598822586757,Simple president color remember.,13,2,2020
Ronald Lee,GB10LCNK25405419636472,645.19,1546336102661,,25,11,2024
Catherine Hall,GB29NMDR73602227620274,1337.9889225943311,3225046311003,,16,5,2024
Tracey Brown,GB81UHUI78154168806669,325.19,1929497914951,Service payment 1929497914951,4,12,2022
Amy Perez,GB39PXEU82007828022259,841.21,0023811379592,,6,3,2023
Shawn Lewis,GB61HQZO43274275407510,895.21,6705627983159,,9,8,2023
David Stephenson,GB10FNAS98158936488489,13.91,8587803517888,As administration walk save.,3,8,2020
Robert Day,GB58WFUX11294902661805,494.26,7335166033436,,4,4,2020
Cassandra Brown,GB45DOTA35450845199549,44.02,6485401878979,,20,1,2022
Meredith Rose,GB23WLRB26235326234152,476.57,9842865146865,,28,8,2020
Debbie Foley,GB30WNCL66323770549784,333.7106719935567,7560261517844,,13,6,2022
Travis Bridges,GB28YBGJ40069851685128,432.17,7612219236571,,1,5,2021
Matthew Lara,GB23VTWT69674564353859,790.74,3892931357028,Own throw difficult east sign.,4,3,2021
Christina Morris,GB69FBBR01434032565299,462.45,6269012305785,,22,7,2024
Kathryn Tran,GB46NYLD68671695612077,555.16,85094628,College save crime that.,15,9,2023
Elizabeth Clark,GB48MIQB80568948729103,393.72,4990893333896,,23,5,2024
Shane Mann,GB39GBMD93819887756299,902.64,1127484717268,,5,11,2021
Nathan Henry,GB88HALE66572191418777,330.82,8788301507320,,1,10,2020
Tammy Page,GB18MBND13877592820296,820.12,7805410395172,,12,9,2024
Frederick Christian,GB39VEOK42638852021847,147.88,0003800444593,,3,4,2021
Linda Fritz,GB55JOIF41986653603787,797.59,7061496724187,Unit else church her. Concern help place.,27,12,2020
Miranda Hansen,GB44IGIC70331230138784,661.64,4398919462078,,23,9,2023
Shannon Barton,GB53OTJF67493649570700,66.53,2033185122739,,12,5,2024
Lisa Gomez,GB43JXYJ99591490498880,500.74,4136896591202,Payment 4136896591202 for services,24,7,2022
Elaine Phelps,GB27WKYQ92320129680888,666.39,5644375045027,,6,8,2022
Jodi Wright,GB97HIMO57553501532645,930.99,6136354965871,,7,7,2024
Mrs. Terri Reed,GB38HJQG60807445697628,326.07,9633889829939,Subscription 9633889829939,5,12,2023
William Robinson,GB82MYOS37854339512835,334.85,6745443528745,Moment range final charge debate economic.,8,9,2022
David Velazquez,GB39SVPA06146054327166,213.21,1810220861294,,21,7,2021
Michael Kane,GB53PQZD53456086783495,1301.47848574954,9329612597885,Maybe of pressure usually upon case shake.,8,6,2024
Joseph Stevenson DDS,GB02MZCQ34643976196022,359.21,8481841441153,,15,9,2023
Alexander Gonzalez,GB43VXLE73375077630517,871.57,5826612772822,,1,11,2024
Ryan Young,GB22GQWJ86384574425813,164.42,1333909737487,,3,8,2023
Marissa Calderon,GB62TOVA89407946533389,611.53,0323741462501,,12,12,2021
Kristen Webb,GB55KXQV09156256079120,928.59,4912669997293,,19,7,2020
Megan Gates,GB78GPZD57178373941076,988.39,4825890964098,Movie development always.,8,10,2020
Meredith Graves,GB63SDOZ93707267695016,302.54,4093580989342,,17,2,2023
Tiffany Brooks,GB64OOCO60645705334490,908.1818843712662,4365454653421,,7,6,2024
Elizabeth Sandoval,GB51GIWS86927370932977,150.23,1973483189335,,17,5,2020
David Thornton,GB25RPGO98072593778162,641.97,4120829111643,,10,5,2024
Kristina Mccullough,GB04XTZI35600649966794,528.99,3244435740798,Consider appear involve fine street.,5,12,2023
Joe Brown,GB33ABTO29704558084188,388.02,3793670990340,,11,1,2020
Alyssa Morales,GB89UTWO40457042749284,474.92,8706593271255,,25,6,2020
Stephanie Watson,GB34ETTJ70319611779492,506.01,believe age service,,3,5,2021
Sylvia Williams,GB88IYVA94176624782126,312.49,3051081155902,,4,1,2022
Sean Miller,GB31LDHA07536742692047,518.67,4146326688020,,27,3,2021
Alexa Martinez,GB47QEDM65736413579617,148.94,9891717435701,,13,8,2021
Anthony Hill,GB30WPAL08082398172780,427.06,9453598107315,,9,3,2022
Melvin Combs,GB13TCJF50824391177347,33.36,7632301353917,,15,10,2024
Cindy Moore,GB54FFTV76609052907501,998.6,4594666256025,,1,10,2022
Veronica Maddox,GB18RGCN08329671842498,952.35,7148323948296,,7,9,2022
Mary Miranda,GB19MPNL95517179863313,968.65,0016052306823,,17,5,2022
Courtney Graves,GB71OMJW44829090049662,354.06,90950933,,1,12,2023
Roy Ortiz,GB97FXMB45910035181661,358.99,0309030062843,,4,8,2023
Thomas Hawkins,GB89IXMS74536027718683,811.99,79416603,Payment without reference,19,8,2024
Amy Lee,GB36QCFT38410749919547,923.44,6809700326175,,16,9,2022
Jacob Mills,GB57WVJH05475590674296,304.17,2734297020141,,17,4,2024
Timothy Browning,GB58CZSP04757875329695,716.03,8202606535975,,10,9,2022
Victor Perez,GB34LQYA61336994977690,907.24,3455030481188,,7,10,2022
Bradley Patel,GB06QSMH99530338997231,842.14,6620246943349,,7,2,2022
Alyssa Young,GB03WTWG58188059459167,996.68,4913528352123,,10,1,2021
Jennifer Rice,GB61HXNY08976536054150,728.89,9030632939783,Payment 9030632939783 for services,5,3,2023
Sandra Jones,GB49BDRL29911577651688,812.96,5723363244366,Subscription 5723363244366,17,11,2022
Sara Hopkins,GB73ROBL22009277096355,119.85,8190123970426,,14,6,2021
Matthew Rivera,GB55KAJS41004098606507,838.41,1578727388194,,8,1,2021
Kenneth Hamilton,GB87KKBN26429816495504,33.6,7219044321511,,12,3,2023
Keith Adams,GB35SYUR21933398639328,940.013218270984,0208409836217,,27,9,2020
Dillon Lewis,GB02XQJW73429132532133,60.99,5905652638685,,20,4,2020
Craig Pena,GB80NZVC03030288293083,179.83,4240376273912,,3,7,2022
Jon Owen,GB80VEFO62589875725817,882.12,9721883702805,,16,4,2021
Natalie Jones,GB60OPYN02562908908031,165.69,4613033253686,,4,7,2023
John Young,GB51BRTV88552794275334,911.19,2431959095409,,9,2,2024
Marie Clark,GB83CSPV20092140092613,910.83,3993845496152,,23,2,2023
Ryan Smith,GB69JGMF41362688986856,871.99,20042608,Paying my dues 20042608,14,6,2020
Kenneth Vincent,GB03HVXZ83748163608771,634.42,2447569184969,Explain mother southern.,16,8,2021
Shawn Chen,GB20KMTH20006003691350,1295.444417889044,0113505752210,,21,8,2021
Traci Sanchez,GB24PKZS60152994649528,45.7,9301435271531,,23,3,2021
Javier Diaz,GB38ILES60675097038189,623.85,9463430427402,,4,1,2022
Jonathan Austin,GB33ZHCG14373215791235,544.61,4825317721297,,7,2,2022
Ralph Kline,GB89QXYY23291453063314,591.01,5606839311581,,11,1,2022
Kelly Mullen,GB30AWZF59458296408659,134.26,5733883290651,,25,9,2020
Vickie Farrell,GB68VAKU39418265824176,767.9,9772037230132,,15,6,2020
Daniel Taylor,GB30YTPR10206702935864,816.7107503683301,5988268485935,,11,4,2024
Kevin Hawkins,GB28BGEB94662132501295,765.78,2777373628343,,27,8,2023
Ryan Lane,GB77QIPS39844725704603,32.76,8601902086714,,6,1,2020
David Thompson,GB53WQSU51779935628723,565.43,2284741646163,,19,4,2022
Stephanie Sanders,GB16ICFP46624935930509,711.57,6363366461002,,24,2,2022
Robert Bray,GB61ZFAE72005631980124,476.81,2880109367871,,7,4,2024
Stephen Garcia,GB61AGGD18859443571020,169.8,2411239385512,,26,5,2022
Charles Duran,GB59MECA72538395676208,595.83,9454406732361,,12,6,2022
Eric Simon,GB91RJNY06453177871572,310.98,288238303012,Whatever political church relationship.,14,9,2021
Valerie Caldwell,GB52TYZY40573173806662,811.63,9258211415576,,5,12,2020
Courtney Mcconnell,GB24KEXE85114368987755,523.45,5185163442968,Payment 5185163442968 for services,1,3,2024
Jessica Miller,GB58IQKG53043894981098,980.53,GB58IQKG53043894981098,,13,12,2021
Larry Ramirez,GB61CKFX48505761223725,237.24,8531848549649,,26,10,2020
Dana Hall,GB79CRUR33720495742320,977.68,5268268399006,Payment 5268268399006 for services,3,11,2020
Jennifer Pierce,GB15BICJ96476954619523,411.78,6195610799803,,24,12,2024
Jennifer Rodriguez,GB69XJEE66421245191952,618.99,377929042733,Monthly subscription 0377929042733,26,1,2020
Shane Kennedy,GB80GQEM51113989966454,381.66,2447063961288,,14,4,2023
Danielle Ortiz,GB79RKLA89816279225483,959.72,7468090590154,,4,11,2024
Randall Brown,GB15HSVV17172873217597,839.39,3411384413862,Than political fall measure from spend.,24,11,2023
Philip Coffey,GB81WZLG83500183465403,357.79,1496808235536,,22,1,2021
Amanda Santos,GB64ZFDB46008491078847,842.75,6194919327892,,21,9,2020
Elizabeth Bennett,GB45JGVI56780205397994,396.19,5505100198749,,18,1,2023
Danielle Garcia,GB79PVAN63528639575506,741.81,4678474506425,,15,12,2023
Janice Todd,GB88WLNQ69301738521982,348.5,0252314985294,,13,1,2023
Kathryn Smith,GB75PCDU38070839168415,939.68,433925341345,Payment 0433925341345 for services,4,12,2021
Alexander Howard,GB55EGDN56720728623241,829.61,2703870607970,,8,3,2020
Laura Williams,GB85KUGR50977177928340,134.22,8527304870198,,7,3,2020
Max Rice,GB13XQGK09978851960083,40.23,2616123348356,,28,12,2023
William Odonnell,GB36MTPJ36850516961465,446.8,9019881474269,Subscription 9019881474269,23,5,2024
Dennis Orr,GB60RWOX13410185259596,777.55,1691163023839,,15,9,2022
Debra Bowen,GB06QFLG94704609986781,962.86,9059947491267,,14,1,2024
Larry Vaughn,GB30LGDG82768133765500,41.92,4222161490735,,11,12,2024
Steven Jones,GB09KYOA02788199624582,526.74,8601401932260,,14,6,2020
Mark Moran,GB59MDRS92569969894802,22.42,1579043720255,,9,2,2020
Christopher Clark,GB79JBIC13391346740320,820.03,1382622400246,,1,2,2021
Nancy Brennan,GB69MZPG57399925324119,999.76,4570837681445,,3,5,2020
Mark Lucas,GB73JAOB49291976259188,987.58,2438133399360,,27,8,2020
Megan Padilla,GB32HGYC99787755630364,525.12,4893383370183,,27,9,2023
Tiffany Rocha,GB72ASMW66530985221281,1037.0323654316464,5149429866547,,10,8,2024
Chad Baker,GB57ROSF22723483880869,599.33,1114650966094,,28,5,2021
Teresa Davis,GB07DJTO52520968811081,80.65,7702221179871,,23,10,2022
Thomas Vaughan,GB84ROFU98764247552839,978.19,9006186675736,,10,11,2020
Rebecca Cline,GB27DVGH36532854757555,40.1,5032348063022,,14,5,2022
Mary Brown,GB71RKVG60995960606350,333.66,634993227740,Payment 0634993227740 for services,1,12,2024
Allison Ballard,GB81IMUC36696283136048,899.48,9291068186800,,2,12,2020
Steven Garner,GB62JAQE63842681494499,436.92,7741652480033,,27,4,2023
Danielle Wise,GB89VLLI39080904415858,502.85,5331478460856,,6,5,2022
Suzanne Gates,GB95XNLJ15779115179855,864.49,0487562300043,,6,6,2020
Kimberly Foster,GB25LYCT15942338737315,774.23,4404794451035,,9,10,2024
Jennifer Crawford,GB05PJJS20938079434622,472.71,8425679563557,Payment 8425679563557 for services,2,11,2021
Luke Wade,GB33KJSJ80762456042893,259.48,2218978880144,,16,4,2021
Edward Cook,GB23DBMY96300515268648,267.39,9364113907269,,9,4,2020
Jon Matthews,GB33RIOL48490334921413,683.89,1983971149048,Monthly subscription 1983971149048,20,10,2022
Paul Shelton,GB72CEAZ69379923222931,700.91,4058354204045,Week hit state either.,19,2,2021
Jane Anderson,GB78JOFI40846118507322,698.88,4595051906082,,28,3,2022
Michelle Bradley,GB32CRNV09412206789441,952.72,7757209497805,,28,1,2023
Michelle Small,GB46GVMC00501584002574,950.37,2523529758453,,13,2,2020
Lisa Young,GB22BCGX70651245189465,130.92,5834255731717,Subscription 5834255731717,23,5,2024
Jason Phelps,GB06ISCK51865564960777,399.5,2035025707694,,1,11,2021
Christine Dudley,GB58SCJA55911161976344,581.26,37622268,Able full local yeah. Maintain myself nice fight.,15,8,2020
Rachel Moreno,GB72FVCN73910817371898,18.49,7641274058309,,14,2,2024
Luis Cooper,GB11QWEZ60647988071545,667.83,1829927202354,Payment 1829927202354 for services,10,8,2023
Reginald Santos,GB55ZCFY70520907314164,27.86,9819198089855,,6,1,2022
Curtis Francis,GB35FUMM27349814237662,570.8,5995362088030,,10,5,2022
Melinda Henderson,GB57SWMX61292225894710,348.07,8566139999827,,16,9,2024
Elizabeth Powell,GB73CLCF67730461430864,243.25,2763791693308,Subscription 2763791693308,1,3,2023
Jamie Clark,GB98NYFL64169351461784,276.92,5823466920201,5823466920201,19,10,2024
Haley Estrada,GB36UQEE98013309704176,817.38,1037577445322,,11,1,2020
Christina Wright,GB16ZVJP98774215747397,280.32,6790856672639,,22,11,2022
Jared Melton,GB49OQFR94860735935614,874.0,8434867619006,,3,8,2022
Ryan Payne,GB83WWVC52895821252984,1300.4599040401506,4603025746265,,25,9,2024
Anthony Davis DDS,GB10CAHG61812033038162,425.39,8445034080093,,4,6,2021
Christopher Reynolds,GB17KHUQ64629780353621,759.92,0191239063819,,17,12,2022
Derek Lam,GB82IUVJ46970589773303,635.73,6037392333816,,15,4,2024
Jason Hall,GB97ELUO76839975283298,479.78,0310052837555,,23,7,2020
Amanda Wilson,GB62KMVQ70485346034744,277.62,4677896052084,,21,3,2021
Dawn Williams,GB26MWFD05172301243398,358.19,3386941879033,Subscription 3386941879033,11,6,2024
Arthur Craig,GB42SICL49538291825274,996.39,341858470257,Our seat way. Security even daughter fine show.,18,10,2023
Danielle Olson,GB69ADRA12673808655950,665.2157377653422,9295976310609,,4,9,2021
Joanna Graham,GB51ANTV96579860196324,741.13,00060059,,11,11,2021
Bruce Jones,GB75GKZD58753019664589,44.87,6129534319700,,25,4,2021
Alexis Casey,GB28WMME50440761723556,278.93,1537988950861,,20,3,2024
Erica Miller,GB25RXDM40682275107433,937.51,9725737523714,Subscription 9725737523714,11,2,2020
Jennifer Phillips,GB59VNHB63789026313583,540.56,0825244667945,,6,9,2022
Stephanie Doyle,GB57MQCL26773575353934,91.47,9065612215182,,3,6,2024
Susan Lewis,GB42UVDQ84094704136654,568.85,86043854,Payment without reference,25,3,2020
Alexander Thompson,GB39JYFM64066010453387,639.68,1482225079280,,18,2,2022
Travis Mullins,GB93NEVA64315874620215,808.07,3271935998350,,14,6,2024
Nicole Sanders,GB11GZCF43803642935851,385.13,3795397514342,,6,1,2023
Laura Mccoy,GB34GKOL55396720012150,341.16,2475361479822,Second what ahead reveal individual.,11,5,2022
Keith Sutton,GB93FMKK49355877361237,253.39,2964604355035,,10,8,2024
Lindsey Morales,GB35ZQUN71280440110356,862.38,1827555823590,,5,10,2024
Kyle Burke,GB82KFZN62086370983898,861.14,06886608,,14,9,2021
Jasmine Mcbride,GB41XFZF66152163075553,413.72,5303863702056,Payment 5303863702056 for services,14,4,2023
Laura Sherman,GB15ACPX10980037522253,182.89,9709643126016,,22,7,2021
Barbara Houston MD,GB81OKGJ81837886249439,990.38,6975205431253,,13,7,2023
George Kennedy,GB91MICM24521214621783,625.17,3028416987446,Subscription 3028416987446,1,5,2024
Angela Moore,GB11UZEM24182964187030,513.3,5212619331542,,3,3,2022
Robert Weaver,GB27DJJM03634379499034,935.55,0370531220209,,3,3,2021
Jesse Vargas,GB32KDFW62265402330247,451.34,1643446987383,,28,8,2024
Jennifer Vincent,GB05OKHN54219182931230,499.8,3202711534967,,19,12,2021
Erica Lopez,GB64LTIN27225699281264,226.88,5162030229341,,3,5,2022
Ronnie Buck,GB46HQSM55833321057090,661.47,2970303259420,,23,8,2023
Briana Patton,GB51GFBH68589713492448,840.82,2576985457514,,7,9,2022
Kevin Dunn,GB75KINQ68082420725875,495.61,2887389642452,,22,11,2020
Sharon Summers,GB08RGVT66417820337731,599.75,4398892068571,,23,8,2022
John Mccarthy,GB65LEHM57497079055403,116.59,6808301699336,,4,4,2020
Chad Ryan,GB41NSQL82630827371350,460.68,5898609056758,,15,6,2022
Amy Mcgee,GB19JKGA29154200014635,457.82,6328043367732,Subscription 6328043367732,7,5,2023
Daniel Lewis,GB83ZVPD40021844404797,935.88,4627450080152,,1,7,2024
Robert Smith,GB51NDOH38148599096982,578.72,1732683771715,1732683771715,4,1,2020
Mario Dixon,GB94NQBP49413838785386,537.62,5282458258676,,19,4,2024
Christopher Rodriguez,GB81SAVF37140481105344,377.89,9402357016856,,3,1,2022
Jacob Harmon,GB27FUPH93245797488937,229.77,3313930748445,,5,11,2023
Veronica Frazier,GB87HNXV15525968694624,59.36,6024454098332,,27,10,2022
Alicia Weaver,GB59GMBB19622752878334,599.07,1081457971258,,13,8,2020
Kristina Huff,GB34OSQL27821787484072,798.59,4465063188045,,21,11,2024
Jamie Solomon,GB82MSLA49477426344249,185.18,7217417743212,,15,3,2021
Ashley Shepherd,GB55YKHO38963305382004,733.97,4633271935724,,5,1,2022
Jennifer Hall,GB18ZJUK37769485141572,588.97,2249353334716,Subscription 2249353334716,9,12,2022
Jill Flores,GB63XANX02685118014737,922.66,0305595513899,,21,12,2020
Candice Lee,GB21DGEA60127694185750,43.29,8162759672036,,13,6,2020
Darlene Ramirez,GB82KXGZ70620596275882,899.8354706902311,5771812389786,,23,7,2021
Jamie Farmer,GB97KGPI86054713696661,559.84,9343197597696,Subscription 9343197597696,28,1,2024
Jesse Perkins,GB28AAJI29613814341641,629.61,4333323170614,,2,2,2020
Stephanie Cameron,GB38CTWF88232775937854,940.15,5605596516826,,6,2,2021
John Torres,GB61YCGR31273067609463,438.45,2368156286753,,8,3,2024
Amanda Kaiser,GB61JVJL17029155205697,228.8,1579316218380,,16,1,2022
Nichole Gibson,GB68BETV54330544481915,385.07,6141313331352,,6,9,2024
Renee Rogers,GB12IMNT21633127908481,303.82,2709860066895,,13,9,2023
Erica Finley,GB87AHNF79479290153923,613.84,4348616382377,,28,3,2024
John Mccoy,GB17ZVJZ67266694947902,673.99,7493480519477,,3,12,2022
Jeffrey Haney,GB75UCFF44100432976021,24.58,2360308368294,,4,6,2023
Jeremy Riddle,GB98NJPK03134831172047,1635.256680600027,2969724782730,Read identify story Congress shoulder physical.,27,4,2021
Scott Shepard,GB88WCLJ90075838391412,841.91,1970112918908,,27,11,2023
Mary Cooper,GB55NQVO28829344239132,66.1,4418802325454,,10,4,2023
Keith Benton,GB42BBAB20993675693600,1261.360133232894,5627092569601,,15,2,2022
Michael Lee,GB94ZUWK35572588912231,452.05,0445334970610,,18,9,2024
Nicole Douglas,GB90TUKB62440611144553,914.46,1057227567242,,22,11,2022
Joan Booker,GB21OTIM97026430875080,866.08,0778439268642,,21,7,2022
John Thomas,GB65MIQY77812828595020,877.91,9969406557994,Monthly subscription 9969406557994,11,10,2022
Mariah Ewing,GB10FZKU25220727950459,246.41,5474284731359,Payment 5474284731359 for services,2,5,2020
Kimberly Pope,GB58UVRK27769913833111,634.56,4437990653675,,17,11,2023
Robin Potts,GB89XUSH11257008436238,957.72,7534853881224,,1,7,2020
Valerie Delgado,GB77OIVZ78608475908114,453.85,91034892,,19,11,2020
Brian Mack,GB78JLSR04422723923093,390.14,1004155932031,,14,11,2021
Taylor Trujillo,GB87WGIX98244218018835,869.43,9428154505256,,5,6,2024
Lisa Hall,GB54EOKE01042658704214,13.15,5566707903990,,24,2,2020
Sharon Powell,GB38LWVW74276137369454,301.42,8311175310729,Subscription 8311175310729,5,8,2021
Sylvia Edwards,GB54EPBS69506753052670,972.44,8160463126357,,19,3,2020
John Cook,GB42ICCR40446440161616,706.65,5446353028073,,12,2,2021
Gloria Austin,GB71WTYR55995167748878,10.0,0035778684336,,6,3,2020
Whitney Lester MD,GB28OPNM94788018876565,562.67,1203355827042,Population stand industry east hair.,13,12,2020
Theresa Morgan,GB96KGIB49101400061331,343.38,3761937979865,,7,12,2024
Connor Tucker,GB72URXM48869372677703,346.8421483159504,4242390607117,,20,8,2020
Jamie Clark,GB72FXMG44551865976695,754.97,2521937351341,,13,4,2021
Christopher Harrington,GB24UBOJ76759315796913,567.65,9412377253049,,7,4,2023
Charles Scott,GB42SJFR26166340854131,590.69,92356689,Gas deal herself teacher opportunity trouble.,10,8,2022
James Moreno,GB84NHIO08128307675875,864.5755431287255,7504568595143,,27,3,2021
Daniel Garcia,GB37DPWG64705710000662,919.12,6123482988520,,27,12,2024
Kimberly Robinson,GB91LVRN99867058199462,15.06,5530119037918,,27,1,2021
Douglas Gibson,GB55HNHF18371067985152,767.74,2451385958598,Payment 2451385958598 for services,20,1,2020
Karen Johnson,GB46QCVZ74840415979816,163.92,1857264200405,,9,8,2020
Warren Black,GB25MGUH29617489626103,145.49,71115764,,28,8,2024
Lisa Owens MD,GB61YEYY84285682388606,441.41,4857908513448,,26,10,2022
Julie Sanchez,GB59QUBQ85001915870692,486.25,6935581736250,,21,7,2023
Richard Moore,GB33NSZG55553380113795,926.58,7777894790050,,11,4,2021
Peter Logan,GB65TNNK51742911928171,530.33,1352330781319,,6,10,2020
Nathaniel Patel,GB29URVP08214261557299,225.63,1466485929974,,24,11,2022
Michele Reed,GB97WFWL93201125880506,721.23,42270881,,21,6,2023
Julia Watson DDS,GB27YVHA64194363849423,574.42,7634698317169,,28,11,2021
Nathaniel Frederick,GB20CLZB16005693395183,218.37,7345930268513,,2,7,2024
Jennifer Smith,GB72SXWR76646230742709,185.65579428996995,5913002165569,,7,7,2020
Rachel Jackson,GB11RLCL68040362883547,36.1,6783703841937,,11,1,2022
Debra Gutierrez,GB86DDLC10606853832133,1449.166970757034,0182110646658,,26,9,2020
Ethan Cain,GB90QZFJ90056013204025,115.07166311665956,1628902394530,,8,7,2022
Luis Beard,GB43YZMB22343426520836,688.34,9394649573027,Nothing white about firm blue.,10,12,2022
James Wagner,GB09INPD22156657437765,864.72,0840273118763,,4,2,2021
Tammie Miller,GB75VTXY43096237534279,861.28,1717547021564,,13,2,2024
Cynthia Sheppard,GB02ETFV03859405076526,490.64,9962352965516,,28,2,2024
Paula Smith,GB84RRMC69064453139675,457.67,2905857490180,Payment 2905857490180 for services,21,3,2022
Keith Ward,GB29GJXC55219371106453,662.42,4783819933481,,10,9,2020
Sara Benton,GB14UIJF36503808381068,497.8,201813771020,Subscription 0201813771020,3,6,2022
Nicholas Robinson,GB84GLSU97249284804792,332.36,2497347822873,Subscription 2497347822873,8,2,2024
Shane Cole,GB61ZKKT56569711452067,262.1,72717554,Regular payment,4,5,2023
Eddie Taylor,GB40HRYA87269047554737,786.35,6885490477532,,21,3,2024
Alan Lopez,GB70WRQK15773028570794,402.68,3176777596835,,12,11,2021
Stephen Cox,GB17JHVA39052300131452,56.32,8299852849963,Payment 8299852849963 for services,9,7,2024
Nicholas Cohen,GB44MYLS89111285376126,535.46,1107943711563,,26,7,2023
William Hernandez,GB48VTZD88344594910611,676.53,6679299857707,,6,12,2022
Angela Martin,GB53DODR35722042464129,427.1,36471416,Payment without reference,15,5,2021
Brittany Brennan,GB25SZWP01473724960064,554.18,4298322746713,,17,12,2023
Shari Castillo,GB83BQJM32303713589030,961.09,8529557148932,Subscription 8529557148932,17,8,2023
Jason Price,GB80HRUV37481373242725,252.32,9994069479215,,8,10,2021
Cynthia Bowen,GB61TGNO87770023669257,938.08,9146855051857,,28,7,2020
Charles Mcguire,GB31VVBT15883026142829,42.59,8235699961420,,28,8,2022
Sean Perez,GB18XMGO46201779664706,16.86,9701112433632,,15,5,2021
Thomas Stafford,GB79UHTS55085288190737,894.12,9586342541285,,9,2,2023
Stephanie Cohen,GB38PUKN65849168002400,436.26,1181134853096,,10,12,2020
Jerry Peterson,GB73NXLO81930474257535,387.85,2584729394360,,12,8,2023
Samuel Cole,GB53YXQK24930925425565,353.9,7113236335396,,3,3,2023
Lisa Stafford,GB16QBUB45478221007010,520.57,7878737986514,,13,5,2022
Nicole Lambert,GB83OVRW61674911249040,89.79,Admit face,,24,2,2020
Vanessa Hall,GB42KTTV94668316708571,1094.3005449843126,1865064204875,,22,9,2021
Nancy Bowman,GB32HGYO29688180194473,1943.8768645489808,8507782998553,,3,11,2023
Amanda Norton,GB25BMXT88400941433474,453.38,4256977843409,,24,10,2023
Carly Hicks,GB32UMZT00574452341092,523.26,task girl,,6,4,2022
Ronald Underwood,GB79FBRA19275265470123,579.09,8027691816767,,15,9,2023
Krystal Golden,GB26FRYQ50849777823227,338.56,227317515656,Payment 0227317515656 for services,26,5,2022
Jordan Wilkinson,GB03USNH66643532955939,965.49,9577098521126,,7,11,2021
Kelly Ward,GB45MZLH69388358050963,14.09,6917454080325,,21,10,2024
Jesse Cruz,GB72IVWR26997914255353,737.9,0599112444395,,25,11,2022
Jessica Olson,GB30OLDL17088856247717,179.49,8302104970251,,8,1,2023
Michael Gonzalez,GB70DFCA81952996633215,709.78,2517690593371,,2,9,2024
Jamie Hall,GB22XMKN66659002371735,199.38,8029223849380,,1,10,2023
Tony Wilson,GB29QVQA94464378827076,464.4,3382372000848,,23,12,2020
Paul Austin,GB58UPBA90827264109980,485.71,8527769595650,,11,11,2021
Jeffrey Rubio,GB24VNDC19873839472415,234.29,4174535312801,,8,12,2020
Pamela Acevedo,GB77GPGU58116128568640,399.63,7071742525536,,11,11,2023
Derek Marshall,GB66IOLO19046046897276,699.31,0558140741753,,12,6,2020
Katherine Logan,GB29FWNC51816434730986,901.32,0230281279097,,4,1,2021
Andrea Davidson,GB53ABDE60401161650640,719.47,4029898799526,,1,8,2023
Jason Torres,GB11KCNW31196694226126,83.73,8364442353516,,13,9,2023
Kristin Williams,GB17YWXC51526253694666,1563.9731894160518,0974791534863,,1,11,2022
Summer Montoya,GB81BFWB22361692304416,670.64,0619202267564,,11,12,2020
Zachary Holt PhD,GB08QOXB44508165444890,736.86,9274671105833,,20,6,2022
Frank Griffin,GB23ONDU25965514466473,206.98,4394710135753,Subscription 4394710135753,17,6,2024
Mr. Robert Rodriguez DVM,GB37OCGA86600972857918,344.79,3652591170531,,7,12,2021
Gina Collier,GB21WHQG34274375929595,427.17,2523319490105,,26,3,2023
Richard Wilson,GB42WXCQ91653590700659,312.36,6794759938977,,8,3,2022
Billy Saunders,GB95XWHS85040223030016,209.28,22682147,Book work character player public.,13,4,2021
Sarah Gibbs,GB77SPZD13288252860659,454.85,3587146038564,Article drug involve none likely suddenly I.,26,5,2023
Devin Ford,GB75VSKW32617291756927,657.8,05968732,,4,2,2021
Dawn Rodgers,GB61DKVV41009211677168,31.33,01251258,,24,5,2023
Ms. Jessica Brown,GB12GPKC32785458097549,607.97,7321926391588,Payment 7321926391588 for services,20,1,2022
Deborah Anderson,GB72QXIF47425219623834,327.43,7927419510568,,17,9,2020
Carlos Humphrey,GB65NNFU42954849280187,264.22,8944626990340,,18,1,2022
Alexander Keller,GB87UXNO17634618832795,743.22,7607509973366,,27,8,2024
