name,IBAN,amount,reference,description,day,month,year
Michael Lee,GB75MPBF26472620225358,405.9,17583305,,28,3,2021
Joseph Scott,GB83PLLI30147277927175,329.33,2741484220055,,11,12,2023
Andrea Pearson,GB51PJZP66139329241169,721.14,9147360760494,,3,3,2024
Michael Kim,GB19SGQL14016091871042,767.5845357473805,8691977842360,,5,8,2020
April Ewing,GB78XWBR83442457946135,45.7,3183707869570,,24,12,2023
Leslie Lopez,GB50BBIC87543615877391,189.4890572975137,6831184067688,,13,11,2024
Jordan Young,GB12GZSL45208976202906,353.08,6048732072555,Interesting right human at line college.,26,5,2020
Matthew Sweeney,GB87CERO89505984012238,977.63,monthly,,11,6,2024
Clifford Thomas,GB32MEKB45753318370788,513.9,2802123732503,,8,10,2021
Joyce Knight,GB13YNFL30968835009893,331.78,2700849471365,,16,11,2021
Christopher Pratt,GB13OTIC59280015968784,233.86,6587338394130,,21,9,2024
Christopher Vargas,GB85DQPA67777005815984,52.7,4549950269762,,3,3,2020
Lauren Woods,GB38YZCW39627263518014,972.35,0659817870063,,26,9,2023
Mr. Paul Figueroa DVM,GB54TFNU63657189723161,413.61,1886838733315,,9,1,2021
Christine Merritt,GB36TSKC78464886526840,662.01,6890639810828,,9,4,2022
Emily Spencer,GB57RLPC14161819315058,436.01,6816073670880,,22,4,2024
Kevin Brown,GB16NFCP24761217368256,293.47,3106351518083,,22,1,2024
Jesse Estrada,GB81XVQP97124278141708,839.19,9867636244465,,22,3,2024
Joseph Buchanan,GB83NMAA13829221791888,501.88,6754114282435,,18,1,2021
Patrick Harris,GB56XDVY75926969800622,348.19,9478768939565,,14,4,2021
Rebecca Briggs,GB19ZIVP64818135175589,661.2718144926479,3407831818441,,11,10,2023
Robert Cole,GB83QPUM22262008982012,956.3188776367408,1921399082165,,19,6,2020
Emily Castro,GB61AUXK51849186487454,150.34,0794053211635,,13,6,2024
Michael Scott,GB30DIIL48481868057186,228.78,3816496615461,,18,11,2020
Susan Colon,GB05GBEF56624087958198,401.61,2203090478027,,10,8,2022
Jonathan Parker,GB49JYOE25296015146465,725.71,5524876225282,,21,2,2024
Julia Lopez,GB03ZREI45311442692740,146.86411148046548,3594950861226,,27,6,2022
Eric Jones DDS,GB39EFMQ01872420787103,144.31,3174004191259,,27,8,2024
Randy Marshall,GB21JOCI18548316686110,149.62,96017661,Hold consumer according none.,15,8,2022
Elizabeth Wright,GB57UGIS46743073702206,568.32,0377471756652,,26,1,2020
Monica Melendez,GB04ATBG93769518276646,660.65,35651369,,28,2,2024
Steven Curtis,GB87RYPU27563820844269,501.35,8544796812475,,24,5,2021
James Gomez,GB54QJEB33697734584302,94.41,0732018922639,,21,12,2022
Melissa Moreno,GB95BYGS86843489219684,72.71,pick garden,,21,11,2024
Keith Baker,GB06VZWT74070406162455,67.94118652212877,8946929114089,,27,6,2020
Kristi Hernandez,GB89PQVV98453882331022,671.8,9245999722330,Response everything try machine.,14,12,2022
Erica Downs,GB66OKJK86438868240865,241.28,5273953651635,Manager most budget tough the first game four.,18,2,2023
Monica Franklin,GB92OOFC02582209974640,967.95,9399936107114,Federal someone alone red product even.,24,5,2024
Patricia Sanchez,GB22CGSZ27416958186059,710.01,4083275856516,,8,12,2020
David Murphy,GB40XHJK79456330363556,368.83,6177813943535,,12,7,2021
Christopher Flowers,GB47DZKH74261769461620,124.3,4183438618194,,13,12,2022
Derek Dickson MD,GB55EYOR22364713339977,620.26,4055834410224,,19,5,2021
Steven Thompson,GB14ENGD91785527263260,879.16,2102784592783,,9,12,2020
Gloria Anderson,GB04EQWG06887465887897,618.96,9242605812119,,7,11,2021
Lynn Griffin,GB49VKPP15366409712568,309.32,0198456353679,,4,1,2022
Ryan Ray,GB98PLBX20926515614861,859.76,7986073068433,,2,2,2021
Michael Olsen,GB76XMTT69939881484894,737.52,9800957701057,,14,10,2022
Catherine Myers,GB14BQKF24438719179411,200.81,2696952698891,,15,2,2021
Walter Henderson,GB78STDJ66376167983502,692.7,9944198054852,,7,11,2024
Micheal Washington,GB49UEIW23270602726314,795.14,4416200912870,,22,11,2022
Eric Dawson,GB82SJGU30861721384125,380.85,7954647932114,,11,1,2022
Juan Pope,GB54VEVI04817546084107,259.53,9723649016263,,16,6,2022
James Roberts,GB19TCRU05386539990411,856.51,4821464559523,,6,6,2020
Steven Charles,GB22ICQY47452884845819,436.04,0960862440409,,19,1,2023
Jennifer Edwards,GB59CXVI18968593983172,97.96,1763494063584,,17,7,2023
Dr. Kevin Lee,GB20BFPG06730172955355,69.77,9236101202888,Report development office certain thing.,22,11,2022
Vincent Luna,GB23ASGE23502563453422,947.84,9469719345092,Payment 9469719345092 for services,17,12,2023
Michael Thompson,GB04OKDM42567682689828,36.84,20684150,,3,12,2024
Kara Martin,GB11JLMU31246518445607,493.44,3720458310946,,6,5,2021
Jenna Acosta,GB88KULK48525394061755,374.48,4344245033918,,18,8,2020
Paul Brown,GB48RGPB02282292095185,890.73,8178448335366,,10,8,2021
William Wilkins,GB26YLCR49622444845197,171.59,6471361425476,Payment 6471361425476 for services,21,11,2023
Ryan Murphy,GB18ASTF61292525100213,958.57,Central body,,2,1,2024
Ryan Fowler,GB50VNGP61782040173345,737.94,5474932350307,,17,12,2022
Sonia Morales,GB12AKQO74620685256310,226.03,5742001073786,,8,2,2024
Melanie Williams,GB22INFP79078332863386,479.73,9584518149945,,13,8,2023
Anthony Vaughn,GB93IQUJ65876483111368,415.53,6215643757363,,2,2,2020
Edward Simmons,GB49PXVP26019318651462,66.42,3709546434818,,5,7,2020
David Miller,GB81KCUQ09005154534529,958.7,8173981384833,,24,9,2022
Yolanda Phillips,GB65TOAS02445327781695,463.94,2736537915224,,17,7,2020
Christine Cooper,GB83YCZZ33961142320145,426.63,0248649661095,,20,12,2020
Rita Gonzalez,GB25JJWO95604380251031,410.96,6597328414465,,14,8,2020
Sarah Wood,GB06SHFN79182679651247,505.08,2155923005781,,3,10,2022
William Moses MD,GB25GEBE36074415496361,652.83,02945163,,16,12,2020
Daniel Blackburn,GB46YZOI30513119366614,222.58,7812921230175,,18,5,2023
John Moses,GB72MRBA32621860567606,625.46,1566634612402,,7,2,2022
Doris Garcia,GB07SXQJ04372279161367,748.77,7121934137334,,6,7,2021
Madison Brown,GB17OFLJ78734655009579,957.98,0179965166943,,21,6,2023
Adam Petty,GB81DEXR42206565039548,37.77549109104556,9519957938805,,22,4,2024
Laura Miller,GB29ZSCD86245501279699,633.2476667241501,9570349654505,,6,8,2024
Jeffrey Green,GB47LFMX75350183321815,696.67,7546167110938,,2,3,2023
Rachael Parker,GB03KGND23427812232868,962.48,90396427,Assume writer country role.,11,3,2024
Corey Stephenson,GB21EHXA54715586953140,826.04,9214083581238,,23,6,2023
Jessica Herrera,GB77PUYW26608510531562,526.01,7713425473818,,1,11,2024
Denise Ray,GB70CRNX52037539844289,200.91,1901868134519,,1,5,2022
Rachel Williams,GB40QNGP84618482575819,804.37,7674633111827,,13,10,2021
Hannah Smith,GB26BNWR50148813233477,460.17,2498556888247,,6,2,2020
Timothy Hess,GB43AALQ73018166554732,34.09,4409086118573,,18,4,2020
William Solomon,GB46GQXZ68802038601298,735.64,1105370309223,,15,12,2020
Wendy Forbes,GB05DXTV53755960801773,351.73,2946212375773,,5,1,2022
Jonathan Mathis,GB14KPEA06330231326335,309.71,2139531272100,More full recognize analysis of.,14,2,2024
Samuel Johnson,GB09ZYGF99840926557313,184.1,2764532417535,,16,8,2020
Kenneth Friedman,GB61KJLI32076564807928,577.15,7833788875798,,27,6,2024
John Pierce,GB43YQXD12634137092846,876.86,9523723004915,,15,11,2020
Brandon Warner,GB26GPDW76476641247088,674.2,3614406485759,Payment 3614406485759 for services,17,10,2024
Andrew Mann,GB51PDPU61243726787355,964.2638977350236,5072206604981,,13,11,2024
Kevin Moore,GB81KXDU00219241288035,535.09,2210131944434,Let itself anything key authority.,9,2,2020
Kristen Martinez,GB95UYTT18675425236523,586.15,0468107389747,,5,6,2020
Jamie Ramsey,GB78SWOI56917843627912,955.58,9743976264083,,4,3,2022
Amanda Flores,GB53GGQO88305934500307,67.5,6330425890899,,8,9,2021
Jeffrey Jenkins,GB46IZEM21656629097711,871.94,1269982295531,,9,4,2024
Bradley Reilly,GB47SSDI14929233846908,907.42,6557335418085,,21,8,2023
Doris Davis,GB37OIGA93885123925460,317.3,6592429241828,,28,2,2023
Heather Mccoy,GB86STYC02332818657885,881.36,1323828898833,,7,10,2022
Barbara Schultz,GB42YNUX75406278898346,780.53,7171048805506,,15,6,2024
David Erickson,GB53ZSTR89402182371097,303.56,0386685443272,,13,4,2021
Ryan Macdonald,GB93XPVS02934933434180,771.23,8016564182801,,22,10,2024
Gregory Clark,GB48ZRPF38277937381370,836.09,6696583388754,,8,10,2020
Teresa Richard,GB75DYWI15951147048419,88.46,1553031430494,Now concern same system group.,10,8,2023
Jacob Shah,GB89BRQC90181269985703,430.65,7106628651365,,3,11,2020
Mr. Zachary Dunn,GB92OZXD40456905295805,773.39,2726662929005,,13,5,2024
Omar Haynes,GB54SRRA84539428312863,77.46,4824287975204,,8,8,2020
Barbara Gomez,GB63HBOQ44131963718728,539.24,8055664015565,,19,2,2020
Shannon Johnson,GB82DGZH04600040152338,232.06669824212443,8866396103198,,23,6,2023
Gloria Gonzales,GB96VAZF44064167411557,282.18,9086867300744,Middle air source friend class seek opportunity.,20,9,2023
Margaret Berg,GB20RSYK32084054710912,964.95,4252698218144,,18,2,2020
Angela Perez,GB22IOZN13783590950442,294.39,9347670064859,,1,4,2022
Albert Lopez II,GB21UWRH16849404506211,937.6795381568256,6480221542413,,1,3,2023
Douglas Campbell,GB03IKCI40664429333060,644.66,3396764330291,Forget us add long tonight beautiful sit.,10,3,2021
Justin West,GB10MQGG51631272556967,224.39,4987697198264,,15,5,2024
Derek Gardner,GB11YKJS03451885118917,250.38,5192778922846,Subscription 5192778922846,18,11,2020
Sonya Williams,GB83UDCV10216299114822,179.0,6694232034670,,23,6,2022
James Turner,GB05JKCR08325086692712,232.72,7130118731596,,8,11,2023
Corey Roberts,GB85IZHX35180963178463,281.13395058569046,4543107590396,,19,4,2021
Theresa Nolan,GB85VHWO66885108534837,541.02,4621144208112,,16,9,2021
Wesley Howell,GB83HFCR34237394521054,768.43,7672096250978,,26,12,2023
Summer Cooley,GB38HGAV23436823073596,99.79,8162847805759,,20,3,2021
Terry Rhodes,GB40NFKB71271281581830,304.49,5472643359466,Payment 5472643359466 for services,12,8,2021
Sarah Johnson,GB37FWNZ16460691039205,243.47,0293410765250,,25,12,2021
Brianna Moreno,GB31PFIM99526356901323,928.67,2476993364968,,20,3,2021
Deborah Sandoval,GB14IRMV47879937231663,236.73,0584689555599,,10,9,2024
Paul Ward,GB12HGFD46176898629684,18.71,6500006514692,,23,2,2021
Ronald King,GB72QQYD32545693665255,879.85,6094937934525,,6,2,2021
Wendy Jones,GB43LKII32150301847587,74.02,8316274473580,,11,12,2021
Kyle Vaughan,GB31RURH04974877957159,678.07,1496874734698,,21,6,2020
Sarah Lopez,GB22VQOC05859603842897,210.31,3605627478613,,8,5,2024
Ronald Taylor,GB22LVJV43065161136786,317.31,3979674916696,,1,6,2022
Crystal Perez,GB87UZHC06909737642841,299.77,2099024256270,,4,6,2023
Elizabeth Brown,GB23IHNQ06488428006377,660.3,2984215521544,,12,5,2022
Stacey Mccarthy,GB12ZPUF54879558430797,188.19,6040868666721,,4,2,2020
John Smith,GB73YEMO09907343585119,681.1,12448630,Payment 12448630 for services,9,2,2020
Zachary Short,GB75IMHI45937553300063,471.44,2103808919319,,24,6,2024
Jamie Carter,GB46LDWC81762460494426,860.26,1371615994855,,18,8,2022
Aaron Phillips,GB47ORSO05080576823998,563.45,3554545072369,,25,10,2023
Sandra Powell,GB64EPBG41228523613194,738.62,6769382472808,,11,12,2021
Brittany Dawson MD,GB23TFJD50074332679884,652.5,7209703147262,,23,3,2022
Crystal Terry,GB67QMJU02902642038773,595.64,5967126146638,,7,10,2023
Justin Smith,GB35SSGQ17581413870117,486.68,6312567407517,,16,6,2021
Rebecca Fitzgerald,GB35ODBB31074632993860,663.67,5173438941155,,12,7,2020
Melissa Wilson,GB53IPDT96518538031531,761.66,4229014923587,Same reduce in concern expert. Shake per hold so.,11,12,2023
Sherri Glenn,GB33NINX53083663775389,43.7,7866066243330,,3,6,2022
Brandon Woods,GB17BUNA77322946961691,206.93,0648102135734,,22,1,2022
Michael Mejia,GB40NDYB38388573243941,674.93,1689965901974,,6,8,2022
Richard Morales,GB50SMBN11701896435474,98.31,9171911439751,,11,12,2022
John Watkins,GB65SOFM87167030681313,253.22,0361888988171,,11,7,2021
Maria Hester DDS,GB67EXWF23736597113241,741.12,166229786665,Payment 0166229786665 for services,18,4,2023
Jimmy Barnes,GB85AUMJ72964136188782,747.26,8818277939860,,19,11,2024
Nicole Gonzalez,GB72IHNN45350312954853,427.29,33344959,,12,6,2023
Joan Sullivan,GB49EGYD08647911675286,586.88,0241570625143,,2,8,2021
Gabriela Mccoy,GB02HREK60483638119379,587.49,3368516436032,,22,8,2024
Savannah Taylor,GB75QYAF36748126658170,131.32,1153578614649,Anyone employee hot democratic major feeling.,13,4,2021
Ronald Yates,GB18KMQR20656597619051,852.25,4195879718340,Fact which state mean would me idea court.,4,12,2022
Cindy Gonzalez,GB47KDCY32412207728360,678.02,6012142089410,,25,5,2022
Michael Giles DDS,GB70BQAE25064650957383,291.22,2376336053125,,19,7,2021
Melinda Rivera,GB18CQPE77651592699062,308.6,7381943209518,,5,5,2024
Rachel Koch,GB09AHVG40797986545582,605.53,0642410218462,,17,6,2021
Angel Carter,GB07CDLI82957121911842,61.87,2591849007865,,21,1,2021
Alice Schaefer,GB25ZSKJ28615506891785,335.18,2257526252248,,11,5,2024
Elijah Atkins,GB63SUEH92139311300322,220.56,54763012,,28,8,2021
Robert Willis,GB95PLUU88753967058743,74.75,Chance hundred,,10,9,2021
Jeffery Ali,GB46FAJJ15036527190680,112.48,40027456,,26,4,2020
Miranda Smith,GB52CWVC98485102189443,322.58,9039020320097,Side life lot husband data impact will that.,19,1,2024
Tiffany Russell,GB38OTMS96461683215929,160.04,2234326067975,,12,11,2023
Julia Davis,GB45WSPY90644146837294,844.17,9551153930412,With fly themselves single.,14,12,2020
Jennifer Rogers,GB82GTTK47827563111181,701.74,3122718271613,,17,9,2020
Alexa Horn,GB83QQAR92774273440444,933.06,9097913504412,,26,2,2024
Brittany Lowe,GB89CLWX05172576859502,474.36,7475451302356,,19,3,2023
Betty Mason,GB15LIFL07466415776360,371.78,6280770415691,,9,2,2020
Jesse Anderson,GB36INCG51366215669802,994.91,0957147713945,,12,9,2023
Jeremy Wall,GB33WWQZ40008921172975,397.39,45383526,Policy series else attack tell idea while.,9,2,2023
Hayden Williams,GB30ZVCP53081351951594,993.84,8703335443,Either quality hundred subject.,14,5,2020
Brandy Holland,GB61YBVI82675346044670,821.71,3262712736005,,12,12,2020
Jessica Copeland,GB25QLIG13697931374756,201.48,1455386124236,,6,7,2021
Pamela Palmer,GB95UQLJ70551359853535,165.7,6822773500396,,25,3,2020
Theodore Turner,GB46ENCA15471590767656,640.37,7848025340663,,24,10,2020
Heather Norris,GB31ADJN66772582258098,132.55,6192954308562,,24,9,2023
Alexis Hernandez,GB47FHAE74094641611117,550.63,4904845593979,,10,5,2022
Aaron Estes,GB12EXHA58983655193049,795.71,0163057966788,,22,11,2021
Sharon Savage,GB63SEXI06048875119633,336.58,7892079114619,,24,6,2020
Jonathan Watts,GB71LITV91971988334563,190.04,7302985498289,,23,12,2020
Dawn Lopez,GB29IIDY64297314146326,60.19,6338224651512,,6,11,2024
Carlos Baker,GB06WMRF80024006799783,995.52,9853075289181,,17,8,2023
Cory Baldwin,GB73DNRD22800024008062,246.03,4165030517334,,23,6,2024
Ryan Villa,GB11SYUE09510496905373,123.36,673709651554,Card about hotel defense.,23,3,2020
Kayla Hart,GB38PSEA64350989509775,555.49,9526421190515,,9,1,2020
Donald Jennings,GB51MMBV53067730948870,228.77,7685734790446,,28,11,2024
Elizabeth Hart,GB45QIIH24950003123085,913.53,8742706206110,,27,2,2021
Melinda Roberson,GB80RBCK11349554891457,993.87,5147985363227,,17,7,2020
Wendy Schneider,GB06QDBN18076757532967,210.98,3409698672310,,18,2,2020
Brianna Williams,GB37FFHG98266691959594,327.04,8226121100586,,25,3,2023
Dr. Benjamin Rogers DDS,GB35DONB85270215484033,409.33,8459351457711,,2,9,2023
Tanner Steele,GB49ZVDB11554390874623,440.73,2148951023957,,17,8,2022
Laurie Williams,GB12UPJD48582849168614,523.63,3179548629848,,3,12,2020
Kevin Steele,GB77LXJV41734865823501,437.47,2453400399485,,14,6,2021
Jenna Goodwin,GB75ZNBX23138703657370,954.75,3668532265310,,18,4,2022
Shawna Pacheco,GB96DCJO61620815293605,126.3,9219936062001,,18,9,2021
Sheila Salazar,GB23EVOX47317938590079,516.27,8103652807392,,6,12,2021
Aaron Mcmahon,GB02NFEC05826898634412,561.58,0366618229326,,25,10,2022
Judith Rich,GB39YXHD95118971955999,422.01,2671394154617,,4,4,2024
Andrea Smith,GB46SAXV13561000476676,792.57,22125637,Payment 22125637 for services,16,1,2024
Kelsey Key,GB93KAMS86954118672882,24.55,5704855671051,,7,11,2021
Susan Daniel,GB97KTTV98144855744109,419.66,3846424217863,,3,3,2021
Heidi Jennings,GB49FCCZ45553696966449,544.16,4808602663267,,19,6,2024
Eric Stewart,GB66XUIA68015431958892,419.21,3765943764392,,4,8,2022
David Butler,GB34VRXG74727257820871,167.04,2826460551177,,3,1,2022
Michael Craig,GB39EYPC64044139846299,80.23,7457258910828,,14,1,2020
Julia Turner MD,GB46SBSL50299057670447,131.9,3252715796328,,3,9,2024
Samuel Thomas,GB96BSYZ38673799845725,192.67,8977297972896,,28,6,2022
Nancy Wilkerson,GB11VKPT36248071598155,426.2,Subscription 3652288446604,,23,5,2024
Jason Wyatt,GB38AHHQ58554996222205,76.41,5571744284469,,7,12,2022
Alexandra Cortez,GB08JLAA72443675285001,755.02,6839415767826,Payment 6839415767826 for services,16,6,2022
Jodi Wade,GB47RCMV66025006084762,846.08,9919242928946,,18,4,2023
Tamara Peterson DDS,GB62BOBH10670989247731,499.37,Pay radio,,6,1,2023
Patrick Smith,GB67BAMJ74133690872533,716.2,5592328703893,,23,3,2021
Joseph Snyder,GB31MIGQ70475818015114,536.42,7712027614674,,23,6,2020
James Morgan,GB55KUGK32229800076820,776.3,8610967905229,,23,1,2020
Tyler Walker,GB21ALUG63611478797538,763.23,42112310,,13,11,2024
Andrea Jones,GB68ZAUX76809330737142,13.33,5079444032187,,19,11,2021
Kendra Huang,GB43SYPJ47328058290650,163.62,3496401214554,,7,10,2021
Sherry Williams,GB12AKKS90072911091466,338.45,6189492991721,,4,11,2020
Kelly Herrera,GB97NFLJ04543141406801,997.63,4262009182286,,9,5,2024
Alexandra Villanueva,GB87RGUX12179961910109,679.86,1916210493909,Payment 1916210493909 for services,24,7,2022
Elizabeth Peters,GB96CNBN87546288570593,529.91,2481523335455,,10,4,2022
Mason Krause,GB07GHKN74414015401446,22.36,3476987888042,Add hold those generation social result military.,26,1,2020
Jacqueline Berry,GB14ORXL71853821930155,371.9,8171732209206,,24,8,2022
Stephanie Anderson,GB31UBUH48778154828394,495.54,5989522851718,Amount scientist southern crime.,2,12,2023
Michael Jenkins,GB12GHNB90834720166901,795.84,4554748961483,,3,8,2023
Nicholas Thompson,GB18HLRN20594697838525,831.89,9122775935798,,17,12,2022
Stephanie Duffy,GB03PIGN85270406470081,257.57,1577842349981,,10,8,2020
Philip Roberts,GB53BZUS93666034759490,619.37,1763155193384,Payment 1763155193384 for services,19,11,2023
David Marshall,GB37ORYR05926234572190,355.58,302513212360,Thing health sport me firm.,17,11,2023
Judy Davis,GB88MJPM12510667470199,567.6081743975209,2446290489138,,2,10,2022
Paula Campbell,GB13IXKU80771102774744,260.39,4118620844761,,20,2,2020
William Brooks,GB10CUXG75260587198162,225.84,7381265735238,,17,9,2020
Samantha Mcintosh,GB23TLYH94638052227795,479.62,1148412487053,,21,6,2024
Michaela Ferguson,GB88EQLV69837891273957,382.97,3293336534913,,14,8,2023
Jeffery Carter,GB94FYUC05914200180232,425.07,3424153604781,,19,2,2020
Jeffery Jones,GB66HCBC25276997859765,929.94,6263521764279,,13,5,2022
Tracy Bradford,GB71KBGZ07039656458014,853.78,3719043312182,,19,2,2020
Calvin Hickman,GB91IUXK45406699997382,509.63,6211247350870,,19,3,2022
Colleen Klein,GB02DXPU44918881324936,983.9,3804496674922,,11,11,2020
Kathy Sanchez,GB15MRCO79794506210642,671.31,7642633264003,,28,8,2020
Kristine Spence,GB06BSBX56711472318037,100.57,3313751130849,,22,11,2021
Kimberly Reyes,GB60RPUL25639416950371,778.78,0330822671639,,22,11,2022
Carlos Pierce,GB83YBCT40821378901822,253.99,6920913978675,,23,2,2022
Kelly Hernandez,GB90QTDB54301619029634,760.63,9321115654942,,18,5,2022
Jorge Garrett,GB12MIAT11250599546282,819.18,3352319266026,,14,12,2020
Ryan Stein,GB73VFXH47503267030212,35.79,0437763282556,,18,1,2022
Jennifer Ortiz,GB05CDAI28402261801922,732.61,8852232919511,,8,10,2024
Daniel Brown,GB63VMIW76395663335908,162.22,4761832818602,,2,3,2021
Lance Griffin,GB04OQDB06559226417238,623.97,8608690641897,,28,9,2020
Catherine Bennett,GB49SPSJ58601540210208,896.21,9205205663246,,18,11,2023
Christopher Byrd Jr.,GB84RQOU55096235903306,533.8,0038773950611,,14,4,2024
Alexandra Mosley,GB93IWPD87688915102956,83.62,3537700112926,,27,3,2020
Kendra Finley,GB32ZDJB04215123202761,111.32,4755441985664,,19,6,2023
Jared Howell,GB08NTYW53298757622278,351.01,9558470304933,Subscription 9558470304933,25,4,2024
Stephen Sanders,GB67FXNB05470910158014,709.78,2900677331705,,11,8,2022
Matthew Waters,GB59BMGM88837694620098,292.79,3521983857759,,25,3,2021
Mark Kane,GB55QOUN45710735276950,1238.158410745679,2649209852935,,15,2,2024
Jeffrey Acosta DDS,GB92ADFJ39418280689504,977.62,6660476733884,,12,1,2022
Ronald Lowe,GB75ULYC00500211585715,963.35,1076559827213,,9,10,2022
Andrew Dalton,GB75QGBO93706505834497,198.53,5841956729783,,18,5,2020
Tara David,GB85WFYS30597253343724,131.91,5276100727795,Most may we cultural cut owner.,14,11,2020
Jillian Benson,GB83SCNT40357263558754,326.37,7636989445735,,25,1,2024
Dustin Guzman,GB55ONSP52724161504111,414.96,0421491586741,,7,5,2020
Shane Davis,GB81JDGZ42580219041693,812.88,6107771230354,,16,10,2024
Benjamin Morales,GB03YQAP63608855072916,688.45,0851268338837,,4,9,2024
Tom Cole,GB45PZGA65917907701502,219.63,4939058085942,,14,3,2020
Jennifer Cisneros,GB07BSAN67963722867186,182.72,0335194005310,,25,12,2022
Brittany Brown,GB14JOPR90540701641645,674.42,monthly,,19,4,2021
Eric Salas,GB95PTRG26586887805351,890.87,6753739550936,,7,6,2021
Beverly Ho,GB36GZIE80054151213609,762.82,357741047215,Payment 0357741047215 for services,4,6,2024
Alyssa Torres,GB14UIFA80118172279081,141.41,3934480520932,,1,5,2022
Charles Hall III,GB73MSTA55833964658910,79.02,visit city mouth,,24,6,2022
Dr. Lisa Terry,GB60BBCU07096906936276,878.21,1051483242554,,12,11,2022
Larry Carroll,GB60INUM98181496723750,421.15,9443882790538,,6,11,2023
Sarah Arnold,GB64YQUA57832274436898,141.81,98187317,,25,9,2023
Robert Lee,GB93FGDF82743622527270,414.61,16703100,Regular payment,16,4,2024
Vanessa Wilson,GB87PIYJ95482387089542,521.66,4616782387565,,22,9,2020
Mrs. Laura Mendez,GB78CVBP19656100811127,374.7,8582800918355,,12,2,2020
Janice Douglas,GB27YRRD35085502478214,195.6,6221918483073,,12,11,2022
Rhonda Sherman,GB89ETXV21501443379649,589.76,9907168579045,,28,12,2024
Dr. Laura Castillo,GB47NGWE48789268429383,464.37,5501774211272,,23,4,2020
Diane Ellis,GB88EJIS37504374090831,266.68,373756651575,Role foreign computer bag.,17,9,2024
Samantha Pratt,GB62KCVJ91543335195949,353.41,0012959156943,,12,4,2022
Stephen Crosby,GB58LRNI85570896254087,886.29,584113195698,Payment 0584113195698 for services,7,5,2024
Amber Mclaughlin,GB07TNVC12836151930181,714.06,7141249565011,Subscription 7141249565011,4,8,2024
Zachary Edwards,GB44UZPW79610893228815,848.96,5796376781906,,22,11,2024
Vanessa Lopez,GB55GBAG63546530995558,486.51,5062022249183,Actually data discussion around treatment.,20,6,2021
Beth Rich,GB51LDCG32726725367917,953.99,2541450950456,,9,5,2023
Amanda Rich,GB76RTFH73345990475233,998.29,8699546843961,,15,9,2022
Daniel Carter,GB51GZSY19459250413315,398.79,0011541030609,,23,2,2021
Jessica Sanchez,GB96JHTG38446878328931,632.1264647637082,9347334284760,,25,11,2020
Margaret Wright,GB97OHFT81628857387886,442.55,6436087361736,,3,2,2023
Manuel Chen,GB77EWWU84915663463441,654.48,0971158892857,,3,2,2022
Anna Griffin,GB06YHAZ62741845420556,318.11,0069093318201,,13,8,2024
Jennifer Jenkins,GB48PNKX70971478284619,23.08,9582237989552,,22,1,2024
Anthony Davidson II,GB10VWTJ75913033682493,489.78,1011930178775,,4,11,2021
Maxwell Sparks,GB78QOJF45042022053340,633.33,8144192130427,,25,10,2023
Tyler Oconnor,GB23QPIR85190292111998,731.33,5815571796598,,1,2,2024
Alexandra Watkins,GB73MLUV55224790548156,599.93,1208333546021,,26,4,2021
Cynthia Wise,GB91NBMK28892705110166,426.38,1055972867105,,1,11,2022
Jennifer Boone,GB62QCUI85748042066111,416.60388088548166,1572715827993,,26,12,2023
Christopher Allen,GB93XJBM93846185835441,500.12,3547397024945,,6,5,2021
Ryan Sherman,GB26OHYO81782037522622,355.7,5662350309209,,28,10,2024
Emily Riley,GB58LBFY25970412235802,223.34,0851219501082,,11,9,2020
Joseph Owens,GB96LHKI42409225119006,746.68,1564349675842,,13,2,2020
Tammy Wade,GB30YHFH40413944390771,879.35,1071768684312,,11,4,2021
Robert Miller,GB47RSAG35803643425635,654.49,0323231545301,,4,11,2023
Tamara Daniels,GB12HSRE49162861035116,781.49,8743849466638,,26,9,2022
John Diaz,GB18WPJT91031643019520,866.74,7111146405802,,18,12,2023
Scott Smith,GB44FVHF61525212035881,322.63,3978836715306,,9,1,2020
Sara Wright,GB26DNXH26482733490710,918.88,08778635,,11,12,2020
Monica Jennings,GB53OLGJ09885365714320,300.62137686107616,5221261923586,Payment 5221261923586 for services,19,11,2020
Jennifer Hess,GB65AXWF97725326926443,278.4414050283498,5607133300301,,19,9,2023
Mark Nichols,GB88TZPE35579340566074,563.43,7601098859902,Payment 7601098859902 for services,19,4,2021
Douglas Jackson,GB12IYEF70349724198975,612.04,9590118067732,,22,9,2022
Rebecca Bowers,GB86SKHH91385170116655,430.65,4539724183578,Payment 4539724183578 for services,26,2,2023
Amanda Stout,GB67CPKM38080680490260,470.3764717235992,5554270656207,,17,4,2024
Cindy Nelson,GB37UABN07769855360547,587.08,2109213750325,,24,2,2024
Peggy Parker,GB52AWVH34799993224818,146.22,5267141201344,,7,2,2022
Rhonda Knight,GB87MSGL69052265773448,754.16,0619544117244,,24,10,2024
Alexis Martin,GB17GLSL75013924467549,166.79,8640563187347,,16,3,2020
Devin Cook,GB29UANE94401107320009,751.93,8187292024104,Payment 8187292024104 for services,19,3,2022
Ashley Rose,GB65CBVO39699640740398,687.72,7881028092405,,20,4,2020
Mark Coleman,GB09QAUK24800308738394,174.23,4413675078209,,1,5,2024
Nicholas Moses,GB84RJXG80476522548514,159.61,1000907745652,,8,2,2021
Dr. Danielle Kerr,GB75CWNG50822880520477,352.26,7179321925828,,10,4,2023
