name,IBAN,amount,reference,day,month,year
2135,4875,632.1264647637082,9347334284760,25,11,2020
2994,4935,442.55,6436087361736,3,2,2023
2971,3876,654.48,0971158892857,3,2,2022
317,262,318.11,0069093318201,13,8,2024
2029,2414,23.08,9582237989552,22,1,2024
334,460,489.78,1011930178775,4,11,2021
3178,3961,633.33,8144192130427,25,10,2023
4674,1116,731.33,5815571796598,1,2,2024
90,3687,599.93,1208333546021,26,4,2021
1033,4605,426.38,1055972867105,1,11,2022
1997,3139,416.60388088548166,1572715827993,26,12,2023
847,4742,500.12,3547397024945,6,5,2021
4037,1263,355.7,5662350309209,28,10,2024
1458,2952,223.34,0851219501082,11,9,2020
2336,4881,746.68,1564349675842,13,2,2020
4458,1490,879.35,1071768684312,11,4,2021
3927,2365,654.49,0323231545301,4,11,2023
4443,541,781.49,8743849466638,26,9,2022
2196,877,866.74,7111146405802,18,12,2023
4104,1237,918.88,08778635,11,12,2020
3444,2691,300.62137686107616,5221261923586,19,11,2020
2024,3256,278.4414050283498,5607133300301,19,9,2023
3050,4452,563.43,7601098859902,19,4,2021
1328,543,612.04,9590118067732,22,9,2022
3801,4339,430.65,4539724183578,26,2,2023
173,3367,470.3764717235992,5554270656207,17,4,2024
925,1839,587.08,2109213750325,24,2,2024
3720,2617,146.22,5267141201344,7,2,2022
3846,4388,754.16,0619544117244,24,10,2024
96,785,166.79,8640563187347,16,3,2020
1276,1437,751.93,8187292024104,19,3,2022
411,3258,687.72,7881028092405,20,4,2020
3025,410,174.23,4413675078209,1,5,2024
3558,4242,159.61,1000907745652,8,2,2021
1343,3782,352.26,7179321925828,10,4,2023
174,4294,319.7,6890923922336,16,6,2023
4356,3434,156.01,1980271985758,1,8,2023
1593,1073,646.33,3632710669696,16,10,2024
4637,2787,209.24,6481167711710,15,2,2020
2189,2306,15.85,0745069911934,11,3,2023
4490,4481,994.5,9437179446246,9,5,2022
4830,4782,287.04,8748568614346,18,8,2022
1126,1050,598.77,8490011832875,5,11,2023
2506,2652,840.82,8716878204618,3,8,2020
4404,4544,665.2525945187525,9050361954901,8,10,2024
1412,2606,493.63,7445679855163,25,3,2020
3488,2517,684.34,Dog professor,7,11,2022
271,1377,834.17,1812242245977,21,4,2020
68,654,274.08,7303820831360,24,8,2020
1332,510,208.35,8244280866389,12,4,2021
1924,4610,980.29,5106625911792,11,12,2020
50,413,538.74,6945732383547,11,3,2023
1293,1909,695.26,93184137,18,5,2024
2880,1589,157.38,7861643955408,24,12,2024
1359,2875,572.3,1209244945118,1,8,2021
4593,1173,196.71,7386923601924,25,3,2020
770,2486,81.49,8029109351075,18,7,2021
3784,4281,831.18,2712908129360,13,3,2020
2611,206,40.46,5220037845626,13,1,2023
751,2402,36.4,9683579189188,22,7,2021
2429,3001,216.55,6011058508619,3,10,2021
279,2717,781.76,5103216086259,14,12,2022
3993,4312,702.36,3536951226734,24,10,2020
3344,3016,846.37,4267180975214,4,7,2024
1003,3046,190.99,9601047093744,22,9,2020
2427,3487,710.64,8423934282007,5,10,2021
2675,4333,26.41,6368199842929,17,7,2020
1673,3254,930.37,7643485913408,7,12,2024
262,4967,504.6716309171956,2130938489627,2,6,2021
3152,4540,878.62,1385024135839,26,2,2022
2056,3421,831.5559023529115,Paying my dues 2017464386128,3,7,2021
1077,3225,492.87,1634012455078,24,7,2021
266,1134,29.81,9238532194459,9,8,2020
2284,3511,363.77,9698578580454,2,11,2023
762,3828,540.09,8751025323637,19,11,2023
1439,4865,86.7940018197558,7779366868502,25,11,2020
2670,3242,655.28,9047115257937,7,4,2021
4703,4097,243.93,0769030718438,24,10,2024
504,3082,747.29,8030924824811,16,8,2020
4702,2423,875.0,6064981258816,7,9,2023
148,195,318.68,2594658314469,13,3,2020
3279,1734,142.07,2729775567584,12,10,2022
2943,3095,260.99,1721595939085,3,2,2020
3805,4546,304.05,6464124105067,15,12,2020
1066,1497,695.86,2326547750399,19,5,2023
3212,154,448.85,9370893900550,20,2,2022
3536,2764,501.02,1491721174627,25,12,2024
4451,3123,68.41,5441751134685,9,12,2024
4300,998,570.24,1235693803921,8,8,2020
3281,1639,486.03,8078438842747,21,5,2020
3868,4799,364.2,6644421095517,16,4,2020
2673,458,355.59,8784731496012,23,6,2024
1079,1120,823.66,7458851204468,6,3,2022
3572,806,48.68,1082833107650,9,6,2024
1962,1247,383.89,7486262794346,22,12,2023
1427,4437,146.1,4055759234035,2,1,2020
2356,4667,715.37,9831083919856,13,4,2023
3904,4743,371.41,2728852736943,1,6,2024
2924,3558,869.62,7472463539497,3,8,2022
4198,2323,20.9,4144592560330,12,7,2022
2909,3124,911.8,4680882554936,12,7,2024
3140,321,159.92,0466843261013,3,9,2020
2017,4314,877.69,4812951123440,6,11,2024
4461,1608,332.0,1674161835093,22,7,2024
2717,3358,526.67,6226858607862,22,7,2023
2224,705,441.1,0867727929157,6,3,2020
2684,3288,859.13,7868584636823,28,10,2021
2947,2610,170.39,0475566251072,8,1,2024
1998,1647,279.72,8544605647137,9,10,2023
4681,3926,203.0,6002095167426,11,1,2022
1165,4622,374.14,6955012517401,16,12,2020
3933,3454,817.84,1538809516815,15,1,2024
1472,456,657.51,6782774367957,24,2,2023
1362,2473,169.94,0793109682009,10,1,2022
1493,4146,642.47,Standard mind left music,20,3,2021
785,1852,444.83,3117192527707,8,6,2021
2418,2302,445.11,7095361695463,11,2,2023
4627,3397,802.1,0210559201937,15,5,2023
3698,1626,798.81,8905913623891,14,6,2024
4655,3634,848.48,8712971104312,6,5,2024
4660,3142,500.12,4824425451768,18,6,2024
3179,1386,426.28,1381270320739,25,10,2020
4006,415,344.51,3141957351122,25,3,2024
2724,495,970.59,5546334331519,6,5,2020
1286,2667,720.85,4418407657172,28,9,2024
1983,1629,560.62,8143047954478,27,2,2024
1581,3129,135.04,5924436197606,19,5,2023
209,1893,273.60975814919453,Billion money,5,9,2020
4306,2698,412.61,6351681369653,28,12,2024
1875,939,238.79,7575279980122,20,9,2024
1282,2554,395.65,9190259290855,10,8,2021
784,3094,362.21,6080195140730,26,3,2024
854,145,803.46,2357889198334,8,8,2020
2923,2534,168.47,8714129481122,20,9,2022
1431,4153,621.14,8777896983244,26,7,2023
2115,1332,269.79,9323120575229,28,6,2021
2794,3216,977.13,0644518277112,28,1,2024
3857,2431,687.0,5773725261012,11,9,2022
4584,2490,770.67,0401109180677,21,7,2023
367,4150,664.15,0561055629580,25,3,2020
557,2223,23.31,2632801846761,7,4,2021
4765,1023,646.23,8235555065590,10,10,2023
4172,349,487.66,9838224339726,10,6,2021
1624,4683,199.59,2515048096291,5,7,2022
4555,4759,91.51,Ever fall stock,28,8,2020
2711,4898,981.69,6155973048703,8,7,2023
2522,2469,604.65,0765097467579,2,8,2021
2828,3265,128.64373467549666,828885825187,26,11,2024
3330,3393,532.1,1043337499030,9,12,2024
3223,903,715.74,9855301583773,13,8,2023
3597,4621,994.51,6191205089397,22,11,2020
3011,960,790.25,4136812893861,11,11,2021
2610,3391,224.2,1045935877111,4,8,2021
2132,4462,474.89,9490024678865,2,4,2022
2705,2970,439.49,6268122169386,1,1,2021
3885,4565,283.57,861516658129,16,9,2024
4589,2536,937.79,4211108513477,24,6,2024
1446,4732,793.48,7013046343263,27,3,2023
3190,1542,809.43,6970621828687,25,2,2020
1744,834,540.3,7230487885392,22,2,2020
3815,4606,631.8,7502726218170,16,6,2020
1889,1068,26.66,5859373996091,22,12,2020
4587,933,630.42,0405495410011,22,8,2022
4548,4752,542.73,5819527916689,3,12,2024
2706,4973,822.54,8034681740681,10,11,2020
3652,4709,641.99,5242302894993,21,5,2020
4402,646,89.84,7759492555415,23,10,2022
441,4094,113.6,9284192397679,15,4,2022
1500,1007,774.13,6469371167998,12,1,2024
1123,380,798.08,3631146521158,18,12,2020
3719,3021,919.02,4900985100954,27,11,2022
2885,60,887.14,4993740477279,21,2,2020
733,1295,812.76,6492428194548,8,5,2021
346,3553,168.31,6063888738728,19,9,2021
3599,1811,129.31,5969050,13,1,2023
123,1976,687.8,Small bar free,27,5,2020
1846,3286,55.14,9226046921128,22,4,2023
2183,2353,289.91,Monthly subscription 2004793855111,4,8,2020
2970,2847,288.16,1269470359776,25,11,2023
3362,2106,571.23,4231404362814,12,7,2023
191,1766,262.83,7223655632065,13,10,2021
3432,11,513.56,6441060509548,9,12,2024
4302,1742,571.55,6938595469305,10,5,2021
4510,4788,838.12,7261790115081,13,7,2023
2145,1163,198.63,0173242468706,12,2,2024
598,1556,43.18,8469511480671,8,3,2023
4556,435,706.74,2488608705936,22,9,2023
22,92,966.28,8735386235020,3,3,2024
2470,796,662.45,4079051071815,11,2,2024
840,861,994.91,8585215582494,8,6,2021
3007,1645,163.81,8729943572529,4,11,2024
2207,3231,637.54,5310002370977,20,11,2024
2545,759,526.11,2480939983670,7,5,2020
2546,3778,360.19,7335607579431,24,2,2022
3348,3131,180.31,4283432362557,25,6,2023
3420,2511,634.7,8624698334814,16,3,2024
1460,4127,922.96,2947940737628,3,10,2022
186,4006,827.86,8516185336619,23,5,2023
1749,1820,723.16,6257101217965,24,12,2023
3113,1136,880.15,1184900136195,22,4,2022
4321,441,413.13,2555704272096,11,12,2024
4731,220,597.41,5670482062442,7,3,2024
4179,1101,711.56,3826563367247,14,9,2024
3791,4168,942.66,802835541907,3,11,2021
2009,3551,140.19,7156997295967,14,8,2022
139,4895,544.0,3312355945804,22,3,2022
2413,4429,22.28,0709360661615,2,5,2020
3157,2768,960.75,9607201405507,16,10,2021
471,4377,769.57,190571834040,24,8,2023
1457,4102,390.03,4578909244215,7,11,2022
2293,663,788.65,6735597759669,14,10,2020
1166,2514,1261.795419517914,3754377908427,21,4,2023
1085,2571,591.7,0695095709725,7,2,2022
2452,2531,771.05,6759557468477,11,1,2022
3978,3463,334.21,6147288473431,10,9,2020
2087,1495,502.54,1492730880691,6,1,2023
4385,358,48.05,2578733416422,19,1,2021
4610,411,116.87,7547396618035,4,8,2023
4789,1287,185.5,9555139147450,19,5,2024
3856,947,966.2410948455828,7957326603329,10,11,2023
3467,152,586.87,1962626709646,8,2,2020
4828,2584,760.26,6482245841848,8,11,2024
1781,3697,828.31,4949875640019,23,1,2020
1565,696,526.76,1950432968920,21,7,2020
3461,3150,980.31,9144136652458,20,1,2023
658,2746,358.04,4612425012139,19,4,2024
1069,1146,213.59,9826481593708,14,1,2022
893,1874,666.3,6075866985857,2,5,2024
716,2260,204.57,west attention,1,12,2021
3353,3039,978.32,0238987084670,10,6,2023
1305,3008,932.09,3896711937981,15,10,2024
1120,5002,949.55,4754379139811,19,11,2023
1484,707,894.43,3788719439287,4,8,2021
295,2493,634.664256626656,0195345886577,7,9,2021
4428,3328,478.13,4873006116589,12,6,2021
4795,4029,318.24,5622176517820,28,3,2024
3040,4047,953.76,9171889345665,28,6,2023
313,3910,465.86,5456873162898,13,3,2020
1157,4335,183.74,7300120180112,8,2,2024
4829,2325,248.02,9311059950514,19,12,2020
325,2612,538.34,4947149559524,9,9,2022
88,111,604.75,5801919018958,4,1,2020
93,4411,631.0,0523650271175,2,5,2023
2050,4724,208.2,1009052046089,6,8,2020
2487,3442,740.77,7904212578353,24,8,2022
2900,1723,38.22,52321696,2,7,2021
3188,2833,204.76,5326037791489,14,4,2020
4494,1244,885.2,9958849549697,24,11,2021
4233,2270,499.27,1711254790133,6,1,2022
2111,4999,839.3,9727709442290,4,2,2023
2498,891,663.28,7008956075236,21,3,2020
3592,3988,471.96,3663364611472,18,10,2024
2702,2859,390.17,Direction skin south animal,25,12,2020
56,2809,451.35,7996596513174,26,3,2022
4076,3089,280.2,5458197242508,15,5,2022
177,242,767.71,5624331347518,15,2,2023
1793,4310,108.53,7991488790848,27,5,2023
3923,35,554.9021588886455,4997523458349,3,2,2020
259,4042,904.09,5097611520411,28,1,2022
4583,3747,386.39,6075253954435,3,12,2023
2848,3054,34.77,9102833965462,15,8,2022
4435,4372,547.48,3773039420848,8,11,2024
4448,369,743.17,4496164448356,10,2,2024
1358,4636,631.36,2857671776073,11,1,2024
1016,4010,126.84425024190594,5352706608994,28,1,2022
3404,1421,764.32,7961914935204,27,8,2021
1073,2492,771.94,9494922609310,19,9,2024
64,3278,982.93,6194182541193,20,1,2021
1912,2184,882.43,1366517708266,3,3,2021
4362,4599,840.13,9724396670135,11,2,2023
2636,3040,412.66,956625741777,5,3,2022
4354,3480,40.75,3064334824050,4,6,2020
991,2005,108.51,85346950523,27,2,2023
1397,4772,942.84,8244901511230,2,2,2020
4181,3883,723.83,2852799908085,14,6,2022
1934,4773,201.05,5468953797289,11,4,2022
2219,530,18.32,8864124111729,8,3,2022
2148,487,202.19,4990587935962,18,7,2022
1101,3958,150.42,82792770,1,3,2022
2502,2028,603.07,6028840555645,10,4,2022
404,5005,163.89,5739853065656,18,5,2020
396,2685,692.75,4777938238015,17,7,2020
3018,2377,989.96,0661600977224,16,2,2023
1811,881,625.06,2286150528559,2,1,2023
2432,4282,92.97,9149285606505,2,6,2022
4043,3685,986.0,13579715,25,11,2024
1073,347,546.85,4762037371299,24,9,2022
526,1829,838.65,4186977559348,12,7,2020
3309,1147,674.83,8228969145064,1,7,2022
122,944,895.18,4772951771433,15,2,2022
736,2870,335.46,7089749146272,22,5,2023
2321,4988,678.29,6521126056800,16,1,2024
1030,4648,952.48,2326604703429,1,3,2023
242,2421,51.19,0650560013707,23,9,2020
3,1786,326.07,8851387003724,1,1,2020
1283,2842,552.15,1214398681775,8,7,2021
277,1568,881.28,4687216522456,20,6,2022
1631,4706,375.27,9287344078594,28,3,2021
4036,3360,70.4,9184078686258,17,9,2020
2154,3744,870.9,4924214424796,5,5,2020
4008,304,333.66,897653857255,5,10,2024
711,4258,532.02,8758169258566,9,6,2023
954,3260,468.83,0947823314382,24,7,2020
1911,589,844.74,7662578898422,3,4,2020
3987,1961,376.49,448439519661,7,2,2021
184,1431,739.9042710906299,0018840856497,26,3,2021
2518,3549,340.16,66299929,15,10,2022
3702,2621,866.13,7747477483495,18,5,2020
3625,4543,782.43,3044874315423,10,10,2020
3907,3212,650.99,8388886642524,13,7,2022
2301,1700,74.22,1089730339948,28,9,2022
2417,4193,369.21,2797301865701,17,12,2020
2785,2928,647.74,1027636593231,12,5,2020
463,3329,672.74,4448783680891,26,8,2021
827,1917,933.16942160773,8277699114345,21,9,2020
1719,3096,864.88,2383060927288,3,1,2021
1030,879,846.75,946332539729,25,6,2022
2359,4559,941.83,9492788455652,9,8,2024
1421,2280,46.95,4676924041120,8,11,2020
852,294,366.36,7654512649993,22,3,2022
957,318,875.99,4544994078172,20,6,2022
4219,62,966.78,8280856873665,17,1,2023
4618,57,614.01,8637063741124,28,3,2023
4824,4201,627.9,1784472636736,21,8,2024
630,3639,132.34,8272358618936,28,3,2023
41,1255,986.2,3810352312211,6,3,2024
4361,4268,944.86,7850472458389,9,11,2023
3964,4393,220.91,6258245269124,27,2,2020
932,461,58.06,09939233,5,1,2021
3364,787,883.83,9564508416486,8,10,2022
4111,4381,548.47,784579863982,4,12,2021
2658,702,427.66,0069310608207,23,3,2021
4290,3774,905.05,1545804533822,27,7,2024
1838,1641,344.98,6279485800496,7,8,2023
4146,2404,327.84,1226181751688,2,7,2020
3900,674,716.87,1368293646398,8,5,2021
4118,2285,258.42,1333488119087,22,5,2022
383,1011,370.69,0122426260131,12,12,2022
3812,3856,13.44,4159715702283,1,7,2020
4833,389,658.02,1360456319613,15,1,2021
2377,818,247.64,2913837611753,7,4,2024
126,4828,788.41,8629520678975,7,5,2021
3882,121,901.55,44042417,4,10,2024
1100,4000,62.73,6774188081925,17,10,2022
2312,370,687.35,4781910528773,7,2,2024
1442,3184,991.39,5180807539899,19,1,2021
860,3571,678.63,0266912726371,25,11,2023
3427,4328,668.09,1738414136778,5,10,2023
1479,4573,772.56,5349775542335,26,9,2023
1971,348,530.17,2002446013574,21,11,2022
2727,2660,337.4,5785897599466,26,5,2022
2383,1202,594.5,7132553513812,3,1,2020
2541,127,531.11,7267887954724,8,12,2024
3755,4681,895.97,6995107973743,10,7,2023
3934,4176,182.61,6117321048377,3,9,2024
3033,1070,185.67,1474469257869,12,5,2020
2245,1694,245.06,1930604041361,17,6,2020
4207,3844,64.09,1271757778354,2,7,2021
1822,1798,80.11,3187438510619,19,2,2020
1297,3250,825.2,0454412596567,18,6,2020
4612,3351,71.4,5743039510724,18,9,2021
830,1029,857.97,8369989324753,18,3,2023
221,449,177.55,7290934952633,21,8,2024
1686,3775,670.02,8088518924829,9,8,2021
3916,2924,102.8,7049566097287,3,11,2023
4254,2734,341.38,5290965505329,27,12,2020
3611,1718,844.28,49694567,2,1,2020
3388,4329,548.95,4645244412781,19,10,2023
2289,3504,517.77,9605422536314,6,8,2023
1406,1963,578.9,3169599510615,9,3,2023
691,2912,232.73943940711845,5552135938420,12,1,2024
1287,1745,950.93,3473667715902,22,2,2022
715,3047,682.2,7111755069433,11,6,2023
2364,1249,633.08,2573861093545,6,8,2024
1679,3550,433.33,1381511721257,20,5,2020
2656,4653,228.62,0692572571806,22,12,2023
1017,3221,22.74,6782752261512,3,12,2022
3876,4998,165.2,2895734824132,28,1,2020
554,1433,135.56,6356333966501,16,6,2022
118,4021,258.0313103587894,6447376354858,19,10,2021
2940,4638,33.2,4106417588561,4,7,2021
1563,2976,786.47,0495243354414,28,4,2024
4013,4906,534.28,1657296323024,5,10,2023
4316,581,16.25,2514161867740,8,8,2023
161,4223,794.32,4794496372951,20,7,2020
365,790,219.4,6953944504759,21,9,2021
1020,1975,393.82,8912854324961,1,12,2022
1880,2271,615.25,5526531236602,21,7,2021
694,4469,268.71,5664102418764,19,10,2021
3835,3071,516.96,6896007884873,6,11,2020
1888,1659,818.96,6775768313139,12,8,2022
4560,2773,823.48,4254035200171,13,9,2020
1082,323,740.54,0421095594043,6,3,2023
217,2309,146.09,4176436808995,5,9,2020
1864,187,387.69,0440274468883,2,9,2022
1170,4470,175.49,5101971893051,9,11,2020
1169,2489,841.44,4884880617345,19,1,2020
2019,576,153.65,1668939969417,24,6,2022
1965,565,718.54,2938928925878,11,6,2022
2697,2526,640.4931916752121,5912467425812,26,7,2023
2836,840,521.1,6511139149064,3,8,2021
3433,4477,520.51,3997375280236,28,11,2020
134,2995,671.54,4209391961785,23,2,2024
3574,552,300.01,1297616234731,23,3,2023
470,4041,238.42,7344019160618,3,5,2024
4621,1268,851.83,0556893064310,18,9,2020
4151,1570,416.37,7576189278569,5,7,2023
644,1905,585.37,1456651005908,2,6,2021
1229,4570,643.78,3125226006074,3,5,2021
921,4300,387.32,6406414720864,5,8,2021
935,4487,944.57,4029796138793,14,1,2022
4729,3959,179.37,2648903380171,3,11,2024
904,561,762.14,7708066349929,27,7,2020
3620,811,297.65,2201620740309,26,5,2021
981,3891,189.05,1573976403704,1,1,2024
4239,2552,496.44,5931442302306,5,7,2024
1642,864,592.46,1193286195788,11,2,2024
372,172,980.97,1872222039514,10,3,2022
3130,1781,35.67,3833705209211,11,3,2022
943,1183,835.56,85965379,6,7,2021
1050,4364,795.44,Fund bar,21,6,2024
3185,2235,456.37,1294832830655,22,5,2024
3843,457,469.19,5160723945226,17,7,2024
1049,3414,201.1,2255613783835,17,7,2022
2799,1698,556.71,Paying my dues,17,8,2023
4475,2006,335.98,8512696862708,12,4,2022
973,314,706.71,9659165236970,13,3,2022
4325,2947,35.12,6717261579292,3,10,2020
1270,3514,264.17,1509084183801,25,11,2023
3288,2655,447.12,4686429382673,7,2,2023
3808,3237,158.98,4796677510503,18,4,2020
4686,836,37.41,4571896156691,18,8,2022
4138,686,287.28,7919149311119,27,9,2021
2251,352,158.37,5895759640936,24,5,2021
1561,4361,882.16,2469984562689,17,7,2022
3697,1706,556.99,2387196328261,19,4,2023
4671,4871,963.93,0246903232845,25,2,2023
145,4993,354.17,8821968599885,11,5,2020
697,3126,442.9,6165201561263,1,2,2020
2259,2971,202.56,9497747378423,4,12,2023
4198,3199,736.66,2958706369304,16,11,2022
2062,4751,28.16,0963963118215,24,2,2021
2984,2909,398.22,7456736947738,5,2,2024
3740,1601,410.37,0040192639695,16,3,2022
2466,4043,113.93,4499773853900,16,8,2021
2671,1523,293.45,8871436069051,2,7,2024
1754,3696,642.0620099714034,3340351109869,4,8,2020
4708,2661,87.45,7045167309637,18,6,2020
4070,3443,843.79,1146649216934,8,3,2023
2041,1411,811.2,5404434843397,17,9,2023
4369,2141,557.12,9458100807059,26,5,2020
354,1638,860.92,2128290643740,4,2,2023
3133,4384,771.78,5743325544334,18,1,2024
3421,768,730.98,9371879622497,14,6,2023
1474,2049,803.93,5117677516507,27,1,2021
4700,3840,167.3,7656181390336,2,7,2020
3391,2019,500.14,3343199475097,27,2,2023
1215,108,504.3,Top sport cup,1,9,2022
97,4336,135.79,8643521647983,27,5,2021
1289,1258,540.19,7963206918551,9,10,2020
2514,3773,455.76,28009139,3,1,2021
4792,14,172.97,9770821973685,4,10,2022
2411,1779,234.87,9428960470199,26,6,2023
2305,219,756.74,5183219023512,12,7,2022
3682,1291,159.54,6130195005062,2,1,2023
2097,1445,777.39,0771666589481,15,5,2020
3647,4965,634.97,2974475303943,28,2,2024
3237,1663,270.28,8127071887674,19,3,2024
4711,3950,998.26,7291925773589,6,8,2021
529,1689,837.23,4275851291730,25,6,2022
1822,396,92.69,Spring vote,10,6,2024
3092,2209,220.2,8396276223888,17,3,2021
1042,3996,548.37,8747355851285,11,2,2021
264,3781,971.4,7716462263497,7,6,2020
1502,2616,639.07,7560529211972,17,11,2024
3533,2046,85.5,6392174184858,13,2,2020
4051,3005,672.16,9915666395050,10,6,2024
283,392,930.92,7239765633168,18,3,2023
377,3899,635.39,1484530139529,4,5,2023
752,3486,650.17,7508336019848,23,3,2022
2997,655,668.81,4623267405355,14,12,2020
2240,1372,144.58,6341323102014,7,7,2020
1973,3644,857.39,2185346099302,22,9,2024
3191,1409,470.36,1615600170092,27,1,2024
1757,2883,569.53,6762626426193,19,11,2022
4066,2227,46.42,9826822595736,17,12,2021
231,3637,769.99,4067426495014,26,8,2020
426,2989,766.6931306225295,6800797264777,9,4,2022
2868,302,131.57,7990137417358,10,3,2020
803,452,246.58,34163825,27,8,2022
2507,2747,252.27,0483395817970,26,3,2021
1658,445,625.87,0830256595353,15,5,2020
2161,270,787.81,1103188279776,3,2,2022
1190,3896,982.76,8687608747395,25,2,2023
2534,3052,766.58,6696722416713,11,2,2021
17,2848,821.2,7343780954327,10,3,2023
4022,966,625.75,9682625564832,10,10,2021
4380,3676,129.55,8224152825799,12,1,2021
2363,1206,203.01,7114200925155,8,7,2023
4121,754,268.5598244721762,8816634734301,11,6,2021
2204,961,812.17,5775215017505,19,9,2020
4823,70,584.76,0495427381403,7,11,2020
891,2537,82.68,0722833044043,12,10,2022
3606,3689,341.98,3399786237579,6,11,2020
2591,3130,411.54,3569914001765,21,10,2024
390,4616,308.03,8486695661856,23,7,2020
3860,1282,85.03,9667342028508,26,1,2024
3793,2275,993.15,4963427504086,25,2,2021
4635,1170,525.84,83987786,26,4,2020
495,1167,280.92,4403600908350,15,3,2022
2094,2755,625.48,0146140127464,13,3,2020
3283,4541,667.15,9166645325944,2,11,2024
1434,4619,98.75,7254438402230,8,7,2023
3974,3671,244.97,4912002674386,28,2,2022
4119,4414,769.01,7997669963919,11,11,2023
1265,4632,370.87,1418453848213,4,10,2020
4087,4738,741.27,2962413051292,18,10,2020
2334,3701,664.24,5841856473939,15,12,2021
137,390,262.93,1707833549018,18,11,2023
887,2982,726.05,9818834097780,28,10,2023
155,1079,138.89,4365287963186,21,5,2023
240,1926,430.88,5758259442670,24,7,2024
2035,885,898.41,7876399463930,21,2,2024
4701,4351,888.42,7716107115129,19,6,2023
327,4511,292.17,9383569989216,9,11,2022
2436,3539,349.29,7878119151790,17,1,2023
3120,1747,650.91,9915029517662,8,3,2024
4345,295,443.97,8929279512897,14,4,2021
1597,2248,574.21,1727069315294,6,11,2022
363,3307,331.63,7045123350369,15,10,2024
1388,28,35.33,4566777203038,8,2,2024
1773,762,837.85,2855954859499,26,11,2022
1111,4673,706.98,0200374413998,28,11,2023
578,4846,825.06,9726129125844,2,5,2022
774,3502,988.6,8522504211833,6,1,2023
3612,18,818.82,8456174073166,21,2,2023
4507,276,466.84,6058265837392,9,9,2022
4085,4450,221.41,4396573253483,6,4,2021
3142,3382,628.47,6726541917662,23,6,2023
4717,2658,463.32,3753997606331,10,7,2021
422,1824,266.09,7616190288635,14,9,2020
892,3860,83.75,2829582007058,15,7,2024
1591,4502,704.65,5314657445509,1,4,2020
3999,238,322.68,65061336,14,8,2022
219,3267,298.96,9349315572545,21,9,2021
1175,1553,809.6,4198359390913,17,4,2020
3021,3091,925.08,4555277865549,3,2,2022
2476,606,509.91,2716090210721,2,12,2022
2886,1266,835.36,9105906050355,17,8,2021
1041,1412,607.32,2921604067351,14,2,2022
856,3880,485.16,9185120459363,6,4,2024
4597,1563,366.23,6413516168883,26,8,2022
2726,1137,731.71,2239152505226,4,12,2022
2614,2945,198.42,1988399094604,27,8,2024
2790,4174,954.72,0641797840617,3,9,2021
1281,95,637.8935288208108,west nation garden,26,4,2022
320,2014,153.37,8682237904690,11,1,2023
287,2234,998.01,6176815582261,21,2,2022
2510,3977,264.35,4076473487347,22,1,2021
385,1873,123.89,4981288600051,28,5,2024
4340,2392,938.92,9999795110913,4,11,2023
3357,3269,61.4,1434676314038,5,12,2022
55,2998,897.35,8369718770745,4,10,2023
2957,2230,340.76,6678240932616,27,3,2023
3591,2205,737.54,2225233136519,20,3,2020
693,2243,763.71,9639231217799,7,2,2020
997,182,397.01,5342350675329,21,11,2022
625,3239,611.75,3600620625514,5,12,2024
3458,4594,735.46,3232565885939,17,11,2024
4224,4407,995.35,7611329306624,26,9,2023
576,4018,965.72,58060544,22,2,2023
165,1355,540.46,7588742284184,18,8,2024
3412,2724,386.98,52420122,9,7,2021
2798,2816,31.3,1453429065768,22,3,2024
2299,2108,379.7969206300435,4980433544738,9,10,2024
2442,600,222.99,5255933971803,19,11,2024
1898,1109,820.24,1388288871253,12,7,2021
1159,373,163.18,2812728169895,1,12,2022
1147,3574,225.35,Night hold unit foreign leader,24,8,2020
2176,4250,733.76,1000303909276,17,11,2020
339,4651,10.63,5685238439560,25,11,2021
99,1559,690.79,4200350751416,27,3,2022
3125,755,755.03,0614075959424,13,3,2020
4424,3783,131.49,4626109159645,23,4,2024
1306,1406,788.33,7416553572209,23,5,2021
664,3750,687.75,6511051404944,6,4,2020
1808,2410,339.14,3939538179353,22,6,2023
1905,3513,747.54,8831235755012,13,8,2022
78,2990,736.07,2998784319402,12,5,2024
2311,4373,766.23,6560234964768,21,9,2022
668,1470,87.31,1388208103020,6,4,2020
1831,745,16.63,8934592402923,3,9,2022
84,3720,332.79,2857335235441,14,5,2022
2718,1915,228.19114758229247,2058553725091,21,4,2024
2949,4933,894.74,3446605892423,3,1,2022
297,1348,184.84,9468314274356,18,11,2022
1600,1987,419.2201743274729,3564834135811,4,6,2021
2066,3866,641.8,7932315687559,22,5,2020
1825,4076,754.65,0125116253031,1,7,2020
806,1599,366.33,5032350048178,8,11,2022
1909,4635,426.78,6758641256709,16,8,2020
2965,2940,1021.2776928583378,8247985024986,18,5,2023
4278,1611,222.53,8929753309555,8,7,2023
374,1799,63.37,6485955894623,4,5,2024
329,3304,619.07,Least clear,27,12,2023
2214,1368,291.2,2864516713926,5,7,2023
1967,3921,479.84,6309477902157,23,8,2023
4238,484,953.55,4175655936847,12,9,2021
2633,4143,306.9,9340378629436,1,6,2022
895,4391,996.77,3075140985378,17,12,2022
2238,3839,387.0,0057541971382,14,2,2022
4105,333,997.46,7218713004021,3,12,2022
3530,2775,384.7669843917481,1890285692279,8,1,2023
4538,2723,642.53,4515193039196,12,4,2021
